# PCRE2 conformance known-failures — regenerated by `go run ./cmd/pcre2-bless`.
# Format: <ID>  # <bucket>: <reason>
# Each line is one (pattern, subject) outcome currently failing.
# Removing an ID and re-running the test will require the engine to PASS it.

testinput1:37  # MATCH_MISMATCH: got matched=false, want true
testinput1:6436  # PARSE_ERROR: Parse("[abc[:x\\]pqr]"): parse "[abc[:x\\]pqr]": syntax error at col 13: unexpected token near "]"
testinput1:6438  # PARSE_ERROR: Parse("[abc[:x\\]pqr]"): parse "[abc[:x\\]pqr]": syntax error at col 13: unexpected token near "]"
testinput1:6440  # PARSE_ERROR: Parse("[abc[:x\\]pqr]"): parse "[abc[:x\\]pqr]": syntax error at col 13: unexpected token near "]"
testinput1:6449  # PARSE_ERROR: Parse("(?(?=.*b)b|^)"): parse "(?(?=.*b)b|^)": syntax error at col 2: unexpected token near "?"
testinput1:6451  # PARSE_ERROR: Parse("(?(?=.*b)b|^)"): parse "(?(?=.*b)b|^)": syntax error at col 2: unexpected token near "?"
testinput1:6455  # PARSE_ERROR: Parse("(?(?=^.*b)b|^)"): parse "(?(?=^.*b)b|^)": syntax error at col 2: unexpected token near "?"
testinput1:6458  # PARSE_ERROR: Parse("(?(?=^.*b)b|^)"): parse "(?(?=^.*b)b|^)": syntax error at col 2: unexpected token near "?"
testinput1:6462  # PARSE_ERROR: Parse("(?(?=.*b)b|^)*"): parse "(?(?=.*b)b|^)*": syntax error at col 2: unexpected token near "?"
testinput1:6464  # PARSE_ERROR: Parse("(?(?=.*b)b|^)*"): parse "(?(?=.*b)b|^)*": syntax error at col 2: unexpected token near "?"
testinput1:6468  # PARSE_ERROR: Parse("(?(?=.*b)b|^)+"): parse "(?(?=.*b)b|^)+": syntax error at col 2: unexpected token near "?"
testinput1:6470  # PARSE_ERROR: Parse("(?(?=.*b)b|^)+"): parse "(?(?=.*b)b|^)+": syntax error at col 2: unexpected token near "?"
testinput1:6474  # PARSE_ERROR: Parse("(?(?=b).*b|^d)"): parse "(?(?=b).*b|^d)": syntax error at col 2: unexpected token near "?"
testinput1:6478  # PARSE_ERROR: Parse("(?(?=.*b).*b|^d)"): parse "(?(?=.*b).*b|^d)": syntax error at col 2: unexpected token near "?"
testinput1:6482  # PARSE_ERROR: Parse("^%((?(?=[a])[^%])|b)*%$"): parse "^%((?(?=[a])[^%])|b)*%$": syntax error at col 5: unexpected token near "?"
testinput1:6487  # PARSE_ERROR: Parse("(?i)a(?-i)b|c"): parse "(?i)a(?-i)b|c": syntax error at col 2: unexpected token near "?"
testinput1:6489  # PARSE_ERROR: Parse("(?i)a(?-i)b|c"): parse "(?i)a(?-i)b|c": syntax error at col 2: unexpected token near "?"
testinput1:6491  # PARSE_ERROR: Parse("(?i)a(?-i)b|c"): parse "(?i)a(?-i)b|c": syntax error at col 2: unexpected token near "?"
testinput1:6494  # PARSE_ERROR: Parse("(?i)a(?-i)b|c"): parse "(?i)a(?-i)b|c": syntax error at col 2: unexpected token near "?"
testinput1:6498  # MATCH_MISMATCH: got matched=false, want true
testinput1:6580  # PARSE_ERROR: Parse("((a|)+)+Z"): parse "((a|)+)+Z": syntax error at col 5: unexpected token near ")"
testinput1:6586  # GROUP_MISMATCH: group 1: got set=false want set=true
testinput1:6592  # PARSE_ERROR: Parse("(?>(a))b|(a)c"): parse "(?>(a))b|(a)c": syntax error at col 2: unexpected token near "?"
testinput1:6598  # PARSE_ERROR: Parse("(?=(a))ab|(a)c"): parse "(?=(a))ab|(a)c": syntax error at col 2: unexpected token near "?"
testinput1:6604  # PARSE_ERROR: Parse("((?>(a))b|(a)c)"): parse "((?>(a))b|(a)c)": syntax error at col 3: unexpected token near "?"
testinput1:6611  # PARSE_ERROR: Parse("((?>(a))b|(a)c)++"): parse "((?>(a))b|(a)c)++": syntax error at col 3: unexpected token near "?"
testinput1:6618  # PARSE_ERROR: Parse("(?:(?>(a))b|(a)c)++"): parse "(?:(?>(a))b|(a)c)++": syntax error at col 2: unexpected token near "?"
testinput1:6624  # PARSE_ERROR: Parse("(?=(?>(a))b|(a)c)(..)"): parse "(?=(?>(a))b|(a)c)(..)": syntax error at col 2: unexpected token near "?"
testinput1:6631  # PARSE_ERROR: Parse("(?>(?>(a))b|(a)c)"): parse "(?>(?>(a))b|(a)c)": syntax error at col 2: unexpected token near "?"
testinput1:6649  # PARSE_ERROR: Parse("((?>(a+)b)+(aabab))"): parse "((?>(a+)b)+(aabab))": syntax error at col 3: unexpected token near "?"
testinput1:6657  # PARSE_ERROR: Parse("(?>a+|ab)+?c"): parse "(?>a+|ab)+?c": syntax error at col 2: unexpected token near "?"
testinput1:6662  # PARSE_ERROR: Parse("(?>a+|ab)+c"): parse "(?>a+|ab)+c": syntax error at col 2: unexpected token near "?"
testinput1:6666  # PARSE_ERROR: Parse("(?:a+|ab)+c"): parse "(?:a+|ab)+c": syntax error at col 2: unexpected token near "?"
testinput1:6670  # PARSE_ERROR: Parse("(?(?=(a))a)"): parse "(?(?=(a))a)": syntax error at col 2: unexpected token near "?"
testinput1:6675  # PARSE_ERROR: Parse("(?(?=(a))a)(b)"): parse "(?(?=(a))a)(b)": syntax error at col 2: unexpected token near "?"
testinput1:6682  # PARSE_ERROR: Parse("^(?:a|ab)++c"): parse "^(?:a|ab)++c": syntax error at col 3: unexpected token near "?"
testinput1:6687  # PARSE_ERROR: Parse("^(?>a|ab)++c"): parse "^(?>a|ab)++c": syntax error at col 3: unexpected token near "?"
testinput1:6691  # PARSE_ERROR: Parse("^(?:a|ab)+c"): parse "^(?:a|ab)+c": syntax error at col 3: unexpected token near "?"
testinput1:6719  # PARSE_ERROR: Parse("(?=abc){0}xyz"): parse "(?=abc){0}xyz": syntax error at col 2: unexpected token near "?"
testinput1:6724  # PARSE_ERROR: Parse("(?=abc){1}xyz"): parse "(?=abc){1}xyz": syntax error at col 2: unexpected token near "?"
testinput1:6728  # PARSE_ERROR: Parse("(?=(a))?."): parse "(?=(a))?.": syntax error at col 2: unexpected token near "?"
testinput1:6731  # PARSE_ERROR: Parse("(?=(a))?."): parse "(?=(a))?.": syntax error at col 2: unexpected token near "?"
testinput1:6735  # PARSE_ERROR: Parse("(?=(a))??."): parse "(?=(a))??.": syntax error at col 2: unexpected token near "?"
testinput1:6737  # PARSE_ERROR: Parse("(?=(a))??."): parse "(?=(a))??.": syntax error at col 2: unexpected token near "?"
testinput1:6741  # PARSE_ERROR: Parse("^(?=(?1))?[az]([abc])d"): parse "^(?=(?1))?[az]([abc])d": syntax error at col 3: unexpected token near "?"
testinput1:6744  # PARSE_ERROR: Parse("^(?=(?1))?[az]([abc])d"): parse "^(?=(?1))?[az]([abc])d": syntax error at col 3: unexpected token near "?"
testinput1:6749  # PARSE_ERROR: Parse("^(?!a){0}\\w+"): parse "^(?!a){0}\\w+": syntax error at col 3: unexpected token near "?"
testinput1:6753  # PARSE_ERROR: Parse("(?<=(abc))?xyz"): parse "(?<=(abc))?xyz": syntax error at col 2: unexpected token near "?"
testinput1:6756  # PARSE_ERROR: Parse("(?<=(abc))?xyz"): parse "(?<=(abc))?xyz": syntax error at col 2: unexpected token near "?"
testinput1:6760  # MATCH_MISMATCH: got matched=false, want true
testinput1:6767  # MATCH_MISMATCH: got matched=false, want true
testinput1:6771  # PARSE_ERROR: Parse("^[:a[:digit:]]+"): parse "^[:a[:digit:]]+": syntax error at col 14: unexpected token near "]"
testinput1:6775  # PARSE_ERROR: Parse("^[:a[:digit:]:b]+"): parse "^[:a[:digit:]:b]+": syntax error at col 16: unexpected token near "]"
testinput1:6797  # PARSE_ERROR: Parse("(?<=a\\h)c"): parse "(?<=a\\h)c": syntax error at col 2: unexpected token near "?"
testinput1:6801  # PARSE_ERROR: Parse("(?<=[^a]{2})b"): parse "(?<=[^a]{2})b": syntax error at col 2: unexpected token near "?"
testinput1:6803  # PARSE_ERROR: Parse("(?<=[^a]{2})b"): parse "(?<=[^a]{2})b": syntax error at col 2: unexpected token near "?"
testinput1:6806  # PARSE_ERROR: Parse("(?<=[^a]{2})b"): parse "(?<=[^a]{2})b": syntax error at col 2: unexpected token near "?"
testinput1:6819  # PARSE_ERROR: Parse("(?<=a\\H)c"): parse "(?<=a\\H)c": syntax error at col 2: unexpected token near "?"
testinput1:6823  # PARSE_ERROR: Parse("(?<=a\\V)c"): parse "(?<=a\\V)c": syntax error at col 2: unexpected token near "?"
testinput1:6827  # PARSE_ERROR: Parse("(?<=a\\v)c"): parse "(?<=a\\v)c": syntax error at col 2: unexpected token near "?"
testinput1:6831  # PARSE_ERROR: Parse("(?(?=c)c|d)++Y"): parse "(?(?=c)c|d)++Y": syntax error at col 2: unexpected token near "?"
testinput1:6835  # PARSE_ERROR: Parse("(?(?=c)c|d)*+Y"): parse "(?(?=c)c|d)*+Y": syntax error at col 2: unexpected token near "?"
testinput1:6839  # PARSE_ERROR: Parse("^(a{2,3}){2,}+a"): parse "^(a{2,3}){2,}+a": compile: unrecognized quantifier shape: q_min,q_1m
testinput1:6843  # PARSE_ERROR: Parse("^(a{2,3}){2,}+a"): parse "^(a{2,3}){2,}+a": compile: unrecognized quantifier shape: q_min,q_1m
testinput1:6845  # PARSE_ERROR: Parse("^(a{2,3}){2,}+a"): parse "^(a{2,3}){2,}+a": compile: unrecognized quantifier shape: q_min,q_1m
testinput1:6850  # PARSE_ERROR: Parse("^(a{2,3})++a"): parse "^(a{2,3})++a": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:6855  # PARSE_ERROR: Parse("^(a{2,3})*+a"): parse "^(a{2,3})*+a": compile: unrecognized quantifier shape: q_0m,q_1m
testinput1:6859  # MATCH_MISMATCH: got matched=false, want true
testinput1:6861  # MATCH_MISMATCH: got matched=false, want true
testinput1:6868  # MATCH_MISMATCH: got matched=false, want true
testinput1:6870  # MATCH_MISMATCH: got matched=false, want true
testinput1:6872  # MATCH_MISMATCH: got matched=false, want true
testinput1:6879  # MATCH_MISMATCH: got matched=false, want true
testinput1:6881  # MATCH_MISMATCH: got matched=false, want true
testinput1:6885  # MATCH_MISMATCH: got matched=false, want true
testinput1:6889  # MATCH_MISMATCH: got matched=false, want true
testinput1:6891  # MATCH_MISMATCH: got matched=false, want true
testinput1:6902  # MATCH_MISMATCH: got matched=false, want true
testinput1:6904  # MATCH_MISMATCH: got matched=false, want true
testinput1:6910  # MATCH_MISMATCH: got matched=false, want true
testinput1:6915  # MATCH_MISMATCH: got matched=false, want true
testinput1:6925  # MATCH_MISMATCH: got matched=false, want true
testinput1:6959  # PARSE_ERROR: Parse("^(a(b))\\1\\g1\\g{1}\\g-1\\g{-1}\\g{-2}Z"): parse "^(a(b))\\1\\g1\\g{1}\\g-1\\g{-1}\\g{-2}Z": syntax error at col 25: unexpected token near "-"
testinput1:6965  # PARSE_ERROR: Parse("(?<A>tom|bon)-\\g{A}"): parse "(?<A>tom|bon)-\\g{A}": syntax error at col 2: unexpected token near "?"
testinput1:6968  # PARSE_ERROR: Parse("(?<A>tom|bon)-\\g{A}"): parse "(?<A>tom|bon)-\\g{A}": syntax error at col 2: unexpected token near "?"
testinput1:6974  # PARSE_ERROR: Parse("(^(a|b\\g{-1}))"): parse "(^(a|b\\g{-1}))": syntax error at col 10: unexpected token near "-"
testinput1:6978  # PARSE_ERROR: Parse("(?|(abc)|(xyz))\\1"): parse "(?|(abc)|(xyz))\\1": syntax error at col 2: unexpected token near "?"
testinput1:6981  # PARSE_ERROR: Parse("(?|(abc)|(xyz))\\1"): parse "(?|(abc)|(xyz))\\1": syntax error at col 2: unexpected token near "?"
testinput1:6985  # PARSE_ERROR: Parse("(?|(abc)|(xyz))\\1"): parse "(?|(abc)|(xyz))\\1": syntax error at col 2: unexpected token near "?"
testinput1:6987  # PARSE_ERROR: Parse("(?|(abc)|(xyz))\\1"): parse "(?|(abc)|(xyz))\\1": syntax error at col 2: unexpected token near "?"
testinput1:6991  # PARSE_ERROR: Parse("(?|(abc)|(xyz))(?1)"): parse "(?|(abc)|(xyz))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:6994  # PARSE_ERROR: Parse("(?|(abc)|(xyz))(?1)"): parse "(?|(abc)|(xyz))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:6998  # PARSE_ERROR: Parse("(?|(abc)|(xyz))(?1)"): parse "(?|(abc)|(xyz))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:7002  # PARSE_ERROR: Parse("^X(?5)(a)(?|(b)|(q))(c)(d)(Y)"): parse "^X(?5)(a)(?|(b)|(q))(c)(d)(Y)": syntax error at col 4: unexpected token near "?"
testinput1:7011  # PARSE_ERROR: Parse("^X(?7)(a)(?|(b|(r)(s))|(q))(c)(d)(Y)"): parse "^X(?7)(a)(?|(b|(r)(s))|(q))(c)(d)(Y)": syntax error at col 4: unexpected token near "?"
testinput1:7022  # PARSE_ERROR: Parse("^X(?7)(a)(?|(b|(?|(r)|(t))(s))|(q))(c)(d)(Y)"): parse "^X(?7)(a)(?|(b|(?|(r)|(t))(s))|(q))(c)(d)(Y)": syntax error at col 4: unexpected token near "?"
testinput1:7033  # PARSE_ERROR: Parse("(?'abc'\\w+):\\k<abc>{2}"): parse "(?'abc'\\w+):\\k<abc>{2}": syntax error at col 2: unexpected token near "?"
testinput1:7036  # PARSE_ERROR: Parse("(?'abc'\\w+):\\k<abc>{2}"): parse "(?'abc'\\w+):\\k<abc>{2}": syntax error at col 2: unexpected token near "?"
testinput1:7040  # PARSE_ERROR: Parse("(?'abc'\\w+):\\k<abc>{2}"): parse "(?'abc'\\w+):\\k<abc>{2}": syntax error at col 2: unexpected token near "?"
testinput1:7042  # PARSE_ERROR: Parse("(?'abc'\\w+):\\k<abc>{2}"): parse "(?'abc'\\w+):\\k<abc>{2}": syntax error at col 2: unexpected token near "?"
testinput1:7046  # PARSE_ERROR: Parse("(?'abc'\\w+):\\g{abc}{2}"): parse "(?'abc'\\w+):\\g{abc}{2}": syntax error at col 2: unexpected token near "?"
testinput1:7049  # PARSE_ERROR: Parse("(?'abc'\\w+):\\g{abc}{2}"): parse "(?'abc'\\w+):\\g{abc}{2}": syntax error at col 2: unexpected token near "?"
testinput1:7053  # PARSE_ERROR: Parse("(?'abc'\\w+):\\g{abc}{2}"): parse "(?'abc'\\w+):\\g{abc}{2}": syntax error at col 2: unexpected token near "?"
testinput1:7055  # PARSE_ERROR: Parse("(?'abc'\\w+):\\g{abc}{2}"): parse "(?'abc'\\w+):\\g{abc}{2}": syntax error at col 2: unexpected token near "?"
testinput1:7066  # MATCH_MISMATCH: got matched=false, want true
testinput1:7071  # PARSE_ERROR: Parse("^(a.)\\g{-1}Z"): parse "^(a.)\\g{-1}Z": syntax error at col 9: unexpected token near "-"
testinput1:7080  # PARSE_ERROR: Parse("(?<all>(?:(?:a(?&all))|(b))(c?))"): parse "(?<all>(?:(?:a(?&all))|(b))(c?))": syntax error at col 2: unexpected token near "?"
testinput1:7087  # PARSE_ERROR: Parse("(a(b)|(c))(?1)"): parse "(a(b)|(c))(?1)": syntax error at col 12: unexpected token near "?"
testinput1:7091  # PARSE_ERROR: Parse("(a(b)|(c))(?1)"): parse "(a(b)|(c))(?1)": syntax error at col 12: unexpected token near "?"
testinput1:7119  # PARSE_ERROR: Parse("(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?&byte)(\\.(?&byte)){3}"): parse "(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?…
testinput1:7123  # PARSE_ERROR: Parse("(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?&byte)(\\.(?&byte)){3}"): parse "(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?…
testinput1:7127  # PARSE_ERROR: Parse("(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?&byte)(\\.(?&byte)){3}"): parse "(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?…
testinput1:7132  # PARSE_ERROR: Parse("(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?&byte)(\\.(?&byte)){3}"): parse "(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?…
testinput1:7134  # PARSE_ERROR: Parse("(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?&byte)(\\.(?&byte)){3}"): parse "(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))\\b(?…
testinput1:7138  # PARSE_ERROR: Parse("\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))"): parse "\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-…
testinput1:7141  # PARSE_ERROR: Parse("\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))"): parse "\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-…
testinput1:7144  # PARSE_ERROR: Parse("\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))"): parse "\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-…
testinput1:7148  # PARSE_ERROR: Parse("\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))"): parse "\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-…
testinput1:7150  # PARSE_ERROR: Parse("\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-5]|1\\d\\d|[1-9]?\\d))"): parse "\\b(?&byte)(\\.(?&byte)){3}(?(DEFINE)(?<byte>2[0-4]\\d|25[0-…
testinput1:7154  # PARSE_ERROR: Parse("^(\\w++|\\s++)*$"): parse "^(\\w++|\\s++)*$": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7158  # PARSE_ERROR: Parse("^(\\w++|\\s++)*$"): parse "^(\\w++|\\s++)*$": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7162  # PARSE_ERROR: Parse("(\\d++)(\\w)"): parse "(\\d++)(\\w)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7167  # PARSE_ERROR: Parse("(\\d++)(\\w)"): parse "(\\d++)(\\w)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7171  # PARSE_ERROR: Parse("a++b"): parse "a++b": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7175  # PARSE_ERROR: Parse("(a++b)"): parse "(a++b)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7180  # PARSE_ERROR: Parse("(a++)b"): parse "(a++)b": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7185  # PARSE_ERROR: Parse("([^()]++|\\([^()]*\\))+"): parse "([^()]++|\\([^()]*\\))+": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7190  # PARSE_ERROR: Parse("\\(([^()]++|\\([^()]+\\))+\\)"): parse "\\(([^()]++|\\([^()]+\\))+\\)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7193  # PARSE_ERROR: Parse("\\(([^()]++|\\([^()]+\\))+\\)"): parse "\\(([^()]++|\\([^()]+\\))+\\)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7197  # PARSE_ERROR: Parse("\\(([^()]++|\\([^()]+\\))+\\)"): parse "\\(([^()]++|\\([^()]+\\))+\\)": compile: unrecognized quantifier shape: q_1m,q_1m
testinput1:7201  # PARSE_ERROR: Parse("^([^()]|\\((?1)*\\))*$"): parse "^([^()]|\\((?1)*\\))*$": syntax error at col 12: unexpected token near "?"
testinput1:7204  # PARSE_ERROR: Parse("^([^()]|\\((?1)*\\))*$"): parse "^([^()]|\\((?1)*\\))*$": syntax error at col 12: unexpected token near "?"
testinput1:7207  # PARSE_ERROR: Parse("^([^()]|\\((?1)*\\))*$"): parse "^([^()]|\\((?1)*\\))*$": syntax error at col 12: unexpected token near "?"
testinput1:7211  # PARSE_ERROR: Parse("^([^()]|\\((?1)*\\))*$"): parse "^([^()]|\\((?1)*\\))*$": syntax error at col 12: unexpected token near "?"
testinput1:7215  # PARSE_ERROR: Parse("^>abc>([^()]|\\((?1)*\\))*<xyz<$"): parse "^>abc>([^()]|\\((?1)*\\))*<xyz<$": syntax error at col 17: unexpected token near "?"
testinput1:7218  # PARSE_ERROR: Parse("^>abc>([^()]|\\((?1)*\\))*<xyz<$"): parse "^>abc>([^()]|\\((?1)*\\))*<xyz<$": syntax error at col 17: unexpected token near "?"
testinput1:7221  # PARSE_ERROR: Parse("^>abc>([^()]|\\((?1)*\\))*<xyz<$"): parse "^>abc>([^()]|\\((?1)*\\))*<xyz<$": syntax error at col 17: unexpected token near "?"
testinput1:7253  # PARSE_ERROR: Parse("^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$"): parse "^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$": syntax error at col 10: unexpected token near "?"
testinput1:7256  # PARSE_ERROR: Parse("^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$"): parse "^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$": syntax error at col 10: unexpected token near "?"
testinput1:7260  # PARSE_ERROR: Parse("^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$"): parse "^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$": syntax error at col 10: unexpected token near "?"
testinput1:7264  # PARSE_ERROR: Parse("^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$"): parse "^(\\d+|\\((?1)([+*-])(?1)\\)|-(?1))$": syntax error at col 10: unexpected token near "?"
testinput1:7268  # PARSE_ERROR: Parse("^(x(y|(?1){2})z)"): parse "^(x(y|(?1){2})z)": syntax error at col 8: unexpected token near "?"
testinput1:7272  # PARSE_ERROR: Parse("^(x(y|(?1){2})z)"): parse "^(x(y|(?1){2})z)": syntax error at col 8: unexpected token near "?"
testinput1:7277  # PARSE_ERROR: Parse("^(x(y|(?1){2})z)"): parse "^(x(y|(?1){2})z)": syntax error at col 8: unexpected token near "?"
testinput1:7279  # PARSE_ERROR: Parse("^(x(y|(?1){2})z)"): parse "^(x(y|(?1){2})z)": syntax error at col 8: unexpected token near "?"
testinput1:7313  # PARSE_ERROR: Parse("^a+(*FAIL)"): parse "^a+(*FAIL)": syntax error at col 5: unexpected token near "*"
testinput1:7318  # PARSE_ERROR: Parse("a+b?c+(*FAIL)"): parse "a+b?c+(*FAIL)": syntax error at col 8: unexpected token near "*"
testinput1:7323  # PARSE_ERROR: Parse("a+b?(*PRUNE)c+(*FAIL)"): parse "a+b?(*PRUNE)c+(*FAIL)": syntax error at col 6: unexpected token near "*"
testinput1:7328  # PARSE_ERROR: Parse("a+b?(*COMMIT)c+(*FAIL)"): parse "a+b?(*COMMIT)c+(*FAIL)": syntax error at col 6: unexpected token near "*"
testinput1:7333  # PARSE_ERROR: Parse("a+b?(*SKIP)c+(*FAIL)"): parse "a+b?(*SKIP)c+(*FAIL)": syntax error at col 6: unexpected token near "*"
testinput1:7337  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7339  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7341  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7343  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7345  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7347  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7349  # PARSE_ERROR: Parse("^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(?:aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at…
testinput1:7353  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7356  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7359  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7362  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7365  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7368  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
testinput1:7371  # PARSE_ERROR: Parse("^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})"): parse "^(aaa(*THEN)\\w{6}|bbb(*THEN)\\w{5}|ccc(*THEN)\\w{4}|\\w{3})": syntax error at col…
